time,OBS1,OBS2
10490.00000000,0.2382275775E-07,0.1046242038E-01
10500.00000000,0.2382227212E-07,0.1075836735E-01
10510.00000000,0.2382178649E-07,0.1106088128E-01
10520.00000000,0.2382130088E-07,0.1137005095E-01
10530.00000000,0.2382081528E-07,0.1168596469E-01
10540.00000000,0.2382032969E-07,0.1200871029E-01
10550.00000000,0.2381984411E-07,0.1233837496E-01
10560.00000000,0.2381935854E-07,0.1267504527E-01
10570.00000000,0.2381887298E-07,0.1301880709E-01
10580.00000000,0.2381838743E-07,0.1336974552E-01
10590.00000000,0.2381790189E-07,0.1372794483E-01
10600.00000000,0.2381741636E-07,0.1409348842E-01
10610.00000000,0.2381693084E-07,0.1446645873E-01
10620.00000000,0.2381644533E-07,0.1484693719E-01
10630.00000000,0.2381595983E-07,0.1523500416E-01
10640.00000000,0.2381547434E-07,0.1563073887E-01
10650.00000000,0.2381498887E-07,0.1603421931E-01
10660.00000000,0.2381450340E-07,0.1644552224E-01
10670.00000000,0.2381401794E-07,0.1686472307E-01
10680.00000000,0.2381353250E-07,0.1729189580E-01
10690.00000000,0.2381304706E-07,0.1772711297E-01
10700.00000000,0.2381256163E-07,0.1817044560E-01
10710.00000000,0.2381207622E-07,0.1862196308E-01
10720.00000000,0.2381159081E-07,0.1908173316E-01
10730.00000000,0.2381110542E-07,0.1954982184E-01
10740.00000000,0.2381062004E-07,0.2002629331E-01
10750.00000000,0.2381013466E-07,0.2051120992E-01
10760.00000000,0.2380964930E-07,0.2100463206E-01
10770.00000000,0.2380916395E-07,0.2150661811E-01
10780.00000000,0.2380867860E-07,0.2201722440E-01
10790.00000000,0.2380819327E-07,0.2253650510E-01
10800.00000000,0.2380770795E-07,0.2306451219E-01
10810.00000000,0.2380722264E-07,0.2360129538E-01
10820.00000000,0.2380673734E-07,0.2414690204E-01
10830.00000000,0.2380625205E-07,0.2470137712E-01
10840.00000000,0.2380576677E-07,0.2526476314E-01
10850.00000000,0.2380528150E-07,0.2583710004E-01
10860.00000000,0.2380479624E-07,0.2641842520E-01
10870.00000000,0.2380431099E-07,0.2700877333E-01
10880.00000000,0.2380382575E-07,0.2760817640E-01
10890.00000000,0.2380334052E-07,0.2821666363E-01
10900.00000000,0.2380285530E-07,0.2883426136E-01
10910.00000000,0.2380237010E-07,0.2946099305E-01
10920.00000000,0.2380188490E-07,0.3009687917E-01
10930.00000000,0.2380139971E-07,0.3074193719E-01
10940.00000000,0.2380091453E-07,0.3139618148E-01
10950.00000000,0.2380042937E-07,0.3205962329E-01
10960.00000000,0.2379994421E-07,0.3273227066E-01
10970.00000000,0.2379945907E-07,0.3341412840E-01
10980.00000000,0.2379897393E-07,0.3410519802E-01
10990.00000000,0.2379848881E-07,0.3480547767E-01
11000.00000000,0.2379800369E-07,0.3551496211E-01
11010.00000000,0.2379751859E-07,0.3623364266E-01
11020.00000000,0.2379703350E-07,0.3696150712E-01
11030.00000000,0.2379654841E-07,0.3769853979E-01
11040.00000000,0.2379606334E-07,0.3844472135E-01
11050.00000000,0.2379557828E-07,0.3920002889E-01
11060.00000000,0.2379509323E-07,0.3996443580E-01
11070.00000000,0.2379460818E-07,0.4073791181E-01
11080.00000000,0.2379412315E-07,0.4152042288E-01
11090.00000000,0.2379363813E-07,0.4231193120E-01
11100.00000000,0.2379315312E-07,0.4311239517E-01
11110.00000000,0.2379266812E-07,0.4392176935E-01
11120.00000000,0.2379218313E-07,0.4474000442E-01
11130.00000000,0.2379169815E-07,0.4556704719E-01
11140.00000000,0.2379121318E-07,0.4640284054E-01
11150.00000000,0.2379072822E-07,0.4724732343E-01
11160.00000000,0.2379024327E-07,0.4810043083E-01
11170.00000000,0.2378975834E-07,0.4896209377E-01
11180.00000000,0.2378927341E-07,0.4983223928E-01
11190.00000000,0.2378878849E-07,0.5071079038E-01
11200.00000000,0.2378830358E-07,0.5159766606E-01
11210.00000000,0.2378781869E-07,0.5249278133E-01
11220.00000000,0.2378733380E-07,0.5339604714E-01
11230.00000000,0.2378684893E-07,0.5430737041E-01
11240.00000000,0.2378636406E-07,0.5522665404E-01
11250.00000000,0.2378587920E-07,0.5615379688E-01
11260.00000000,0.2378539436E-07,0.5708869377E-01
11270.00000000,0.2378490953E-07,0.5803123552E-01
11280.00000000,0.2378442470E-07,0.5898130893E-01
11290.00000000,0.2378393989E-07,0.5993879680E-01
11300.00000000,0.2378345508E-07,0.6090357794E-01
11310.00000000,0.2378297029E-07,0.6187552720E-01
11320.00000000,0.2378248551E-07,0.6285451545E-01
11330.00000000,0.2378200074E-07,0.6384040968E-01
11340.00000000,0.2378151597E-07,0.6483307294E-01
11350.00000000,0.2378103122E-07,0.6583236440E-01
11360.00000000,0.2378054648E-07,0.6683813942E-01
11370.00000000,0.2378006175E-07,0.6785024951E-01
11380.00000000,0.2377957703E-07,0.6886854241E-01
11390.00000000,0.2377909232E-07,0.6989286213E-01
11400.00000000,0.2377860762E-07,0.7092304897E-01
11410.00000000,0.2377812293E-07,0.7195893956E-01
11420.00000000,0.2377763825E-07,0.7300036693E-01
11430.00000000,0.2377715358E-07,0.7404716055E-01
11440.00000000,0.2377666893E-07,0.7509914637E-01
11450.00000000,0.2377618428E-07,0.7615614687E-01
11460.00000000,0.2377569964E-07,0.7721798112E-01
11470.00000000,0.2377521501E-07,0.7828446487E-01
11480.00000000,0.2377473040E-07,0.7935541056E-01
11490.00000000,0.2377424579E-07,0.8043062739E-01
11500.00000000,0.2377376119E-07,0.8150992144E-01
11510.00000000,0.2377327661E-07,0.8259309566E-01
11520.00000000,0.2377279203E-07,0.8367995000E-01
11530.00000000,0.2377230747E-07,0.8477028145E-01
11540.00000000,0.2377182291E-07,0.8586388412E-01
11550.00000000,0.2377133837E-07,0.8696054934E-01
11560.00000000,0.2377085383E-07,0.8806006569E-01
11570.00000000,0.2377036931E-07,0.8916221914E-01
11580.00000000,0.2376988480E-07,0.9026679307E-01
11590.00000000,0.2376940029E-07,0.9137356842E-01
11600.00000000,0.2376891580E-07,0.9248232371E-01
11610.00000000,0.2376843132E-07,0.9359283520E-01
11620.00000000,0.2376794685E-07,0.9470487692E-01
11630.00000000,0.2376746239E-07,0.9581822078E-01
11640.00000000,0.2376697793E-07,0.9693263669E-01
11650.00000000,0.2376649349E-07,0.9804789261E-01
11660.00000000,0.2376600906E-07,0.9916375470E-01
11670.00000000,0.2376552464E-07,0.1002799874
11680.00000000,0.2376504023E-07,0.1013963534
11690.00000000,0.2376455583E-07,0.1025126141
11700.00000000,0.2376407144E-07,0.1036285292
11710.00000000,0.2376358707E-07,0.1047438573
11720.00000000,0.2376310270E-07,0.1058583558
11730.00000000,0.2376261834E-07,0.1069717806
11740.00000000,0.2376213399E-07,0.1080838872
11750.00000000,0.2376164965E-07,0.1091944297
11760.00000000,0.2376116533E-07,0.1103031617
11770.00000000,0.2376068101E-07,0.1114098360
11780.00000000,0.2376019670E-07,0.1125142049
11790.00000000,0.2375971241E-07,0.1136160203
11800.00000000,0.2375922812E-07,0.1147150335
11810.00000000,0.2375874385E-07,0.1158109960
11820.00000000,0.2375825958E-07,0.1169036588
11830.00000000,0.2375777533E-07,0.1179927731
11840.00000000,0.2375729108E-07,0.1190780902
11850.00000000,0.2375680685E-07,0.1201593615
11860.00000000,0.2375632263E-07,0.1212363389
11870.00000000,0.2375583841E-07,0.1223087747
11880.00000000,0.2375535421E-07,0.1233764218
11890.00000000,0.2375487002E-07,0.1244390336
11900.00000000,0.2375438584E-07,0.1254963646
11910.00000000,0.2375390166E-07,0.1265481700
11920.00000000,0.2375341750E-07,0.1275942060
11930.00000000,0.2375293335E-07,0.1286342302
11940.00000000,0.2375244921E-07,0.1296680010
11950.00000000,0.2375196508E-07,0.1306952787
11960.00000000,0.2375148096E-07,0.1317158246
11970.00000000,0.2375099685E-07,0.1327294018
11980.00000000,0.2375051275E-07,0.1337357750
11990.00000000,0.2375002866E-07,0.1347347109
12000.00000000,0.2374954458E-07,0.1357259778
12010.00000000,0.2374906052E-07,0.1367093463
12020.00000000,0.2374857646E-07,0.1376845889
12030.00000000,0.2374809241E-07,0.1386514803
12040.00000000,0.2374760837E-07,0.1396097977
12050.00000000,0.2374712435E-07,0.1405593207
12060.00000000,0.2374664033E-07,0.1414998312
12070.00000000,0.2374615632E-07,0.1424311140
12080.00000000,0.2374567233E-07,0.1433529564
12090.00000000,0.2374518834E-07,0.1442651485
12100.00000000,0.2374470437E-07,0.1451674836
12110.00000000,0.2374422040E-07,0.1460597576
12120.00000000,0.2374373645E-07,0.1469417697
12130.00000000,0.2374325250E-07,0.1478133223
12140.00000000,0.2374276857E-07,0.1486742209
12150.00000000,0.2374228465E-07,0.1495242745
12160.00000000,0.2374180073E-07,0.1503632953
12170.00000000,0.2374131683E-07,0.1511910994
12180.00000000,0.2374083294E-07,0.1520075059
12190.00000000,0.2374034906E-07,0.1528123382
12200.00000000,0.2373986518E-07,0.1536054228
12210.00000000,0.2373938132E-07,0.1543865905
12220.00000000,0.2373889747E-07,0.1551556758
12230.00000000,0.2373841363E-07,0.1559125169
12240.00000000,0.2373792980E-07,0.1566569563
12250.00000000,0.2373744598E-07,0.1573888404
12260.00000000,0.2373696217E-07,0.1581080198
12270.00000000,0.2373647837E-07,0.1588143493
12280.00000000,0.2373599458E-07,0.1595076877
12290.00000000,0.2373551080E-07,0.1601878984
12300.00000000,0.2373502703E-07,0.1608548489
12310.00000000,0.2373454328E-07,0.1615084110
12320.00000000,0.2373405953E-07,0.1621484613
12330.00000000,0.2373357579E-07,0.1627748804
12340.00000000,0.2373309206E-07,0.1633875537
12350.00000000,0.2373260835E-07,0.1639863711
12360.00000000,0.2373212464E-07,0.1645712268
12370.00000000,0.2373164095E-07,0.1651420200
12380.00000000,0.2373115726E-07,0.1656986542
12390.00000000,0.2373067358E-07,0.1662410377
12400.00000000,0.2373018992E-07,0.1667690834
12410.00000000,0.2372970626E-07,0.1672827089
12420.00000000,0.2372922262E-07,0.1677818367
12430.00000000,0.2372873899E-07,0.1682663936
12440.00000000,0.2372825536E-07,0.1687363116
12450.00000000,0.2372777175E-07,0.1691915272
12460.00000000,0.2372728815E-07,0.1696319815
12470.00000000,0.2372680455E-07,0.1700576207
12480.00000000,0.2372632097E-07,0.1704683956
12490.00000000,0.2372583740E-07,0.1708642616
12500.00000000,0.2372535384E-07,0.1712451790
12510.00000000,0.2372487029E-07,0.1716111130
12520.00000000,0.2372438674E-07,0.1719620331
12530.00000000,0.2372390321E-07,0.1722979140
12540.00000000,0.2372341969E-07,0.1726187348
12550.00000000,0.2372293618E-07,0.1729244794
12560.00000000,0.2372245268E-07,0.1732151362
12570.00000000,0.2372196919E-07,0.1734906986
12580.00000000,0.2372148572E-07,0.1737511644
12590.00000000,0.2372100225E-07,0.1739965359
12600.00000000,0.2372051879E-07,0.1742268202
12610.00000000,0.2372003534E-07,0.1744420288
12620.00000000,0.2371955190E-07,0.1746421777
12630.00000000,0.2371906848E-07,0.1748272875
12640.00000000,0.2371858506E-07,0.1749973831
12650.00000000,0.2371810165E-07,0.1751524939
12660.00000000,0.2371761826E-07,0.1752926535
12670.00000000,0.2371713487E-07,0.1754179001
12680.00000000,0.2371665149E-07,0.1755282758
12690.00000000,0.2371616813E-07,0.1756238272
12700.00000000,0.2371568477E-07,0.1757046049
12710.00000000,0.2371520143E-07,0.1757706638
12720.00000000,0.2371471809E-07,0.1758220627
12730.00000000,0.2371423477E-07,0.1758588644
12740.00000000,0.2371375146E-07,0.1758811359
12750.00000000,0.2371326815E-07,0.1758889477
12760.00000000,0.2371278486E-07,0.1758823745
12770.00000000,0.2371230158E-07,0.1758614947
12780.00000000,0.2371181830E-07,0.1758263901
12790.00000000,0.2371133504E-07,0.1757771467
12800.00000000,0.2371085179E-07,0.1757138536
12810.00000000,0.2371036855E-07,0.1756366036
12820.00000000,0.2370988532E-07,0.1755454931
12830.00000000,0.2370940210E-07,0.1754406216
12840.00000000,0.2370891889E-07,0.1753220922
12850.00000000,0.2370843569E-07,0.1751900110
12860.00000000,0.2370795250E-07,0.1750444874
12870.00000000,0.2370746932E-07,0.1748856338
12880.00000000,0.2370698615E-07,0.1747135658
12890.00000000,0.2370650299E-07,0.1745284017
12900.00000000,0.2370601984E-07,0.1743302630
12910.00000000,0.2370553670E-07,0.1741192737
12920.00000000,0.2370505358E-07,0.1738955606
12930.00000000,0.2370457046E-07,0.1736592533
12940.00000000,0.2370408735E-07,0.1734104837
12950.00000000,0.2370360425E-07,0.1731493864
12960.00000000,0.2370312117E-07,0.1728760983
12970.00000000,0.2370263809E-07,0.1725907587
12980.00000000,0.2370215502E-07,0.1722935091
12990.00000000,0.2370167197E-07,0.1719844932
13000.00000000,0.2370118892E-07,0.1716638567
13010.00000000,0.2370070589E-07,0.1713317474
13020.00000000,0.2370022286E-07,0.1709883150
13030.00000000,0.2369973985E-07,0.1706337111
13040.00000000,0.2369925685E-07,0.1702680889
13050.00000000,0.2369877385E-07,0.1698916035
13060.00000000,0.2369829087E-07,0.1695044115
13070.00000000,0.2369780790E-07,0.1691066711
13080.00000000,0.2369732493E-07,0.1686985417
13090.00000000,0.2369684198E-07,0.1682801843
13100.00000000,0.2369635904E-07,0.1678517612
13110.00000000,0.2369587611E-07,0.1674134359
13120.00000000,0.2369539319E-07,0.1669653727
13130.00000000,0.2369491027E-07,0.1665077375
13140.00000000,0.2369442737E-07,0.1660406967
13150.00000000,0.2369394448E-07,0.1655644179
13160.00000000,0.2369346160E-07,0.1650790693
13170.00000000,0.2369297873E-07,0.1645848199
13180.00000000,0.2369249587E-07,0.1640818396
13190.00000000,0.2369201302E-07,0.1635702985
13200.00000000,0.2369153019E-07,0.1630503674
13210.00000000,0.2369104736E-07,0.1625222177
13220.00000000,0.2369056454E-07,0.1619860209
13230.00000000,0.2369008173E-07,0.1614419490
13240.00000000,0.2368959893E-07,0.1608901740
13250.00000000,0.2368911615E-07,0.1603308684
13260.00000000,0.2368863337E-07,0.1597642043
13270.00000000,0.2368815060E-07,0.1591903544
13280.00000000,0.2368766785E-07,0.1586094909
13290.00000000,0.2368718510E-07,0.1580217860
13300.00000000,0.2368670236E-07,0.1574274118
13310.00000000,0.2368621964E-07,0.1568265402
13320.00000000,0.2368573692E-07,0.1562193425
13330.00000000,0.2368525422E-07,0.1556059900
13340.00000000,0.2368477152E-07,0.1549866533
13350.00000000,0.2368428884E-07,0.1543615026
13360.00000000,0.2368380617E-07,0.1537307075
13370.00000000,0.2368332350E-07,0.1530944372
13380.00000000,0.2368284085E-07,0.1524528599
13390.00000000,0.2368235821E-07,0.1518061433
13400.00000000,0.2368187557E-07,0.1511544544
13410.00000000,0.2368139295E-07,0.1504979590
13420.00000000,0.2368091034E-07,0.1498368224
13430.00000000,0.2368042774E-07,0.1491712088
13440.00000000,0.2367994515E-07,0.1485012815
13450.00000000,0.2367946256E-07,0.1478272026
13460.00000000,0.2367897999E-07,0.1471491333
13470.00000000,0.2367849743E-07,0.1464672337
13480.00000000,0.2367801488E-07,0.1457816626
13490.00000000,0.2367753234E-07,0.1450925775
13500.00000000,0.2367704981E-07,0.1444001350
13510.00000000,0.2367656730E-07,0.1437044902
13520.00000000,0.2367608479E-07,0.1430057967
13530.00000000,0.2367560229E-07,0.1423042071
13540.00000000,0.2367511980E-07,0.1415998722
13550.00000000,0.2367463732E-07,0.1408929418
13560.00000000,0.2367415485E-07,0.1401835639
13570.00000000,0.2367367240E-07,0.1394718850
13580.00000000,0.2367318995E-07,0.1387580503
13590.00000000,0.2367270751E-07,0.1380422032
13600.00000000,0.2367222509E-07,0.1373244857
13610.00000000,0.2367174267E-07,0.1366050379
13620.00000000,0.2367126026E-07,0.1358839986
13630.00000000,0.2367077787E-07,0.1351615046
13640.00000000,0.2367029548E-07,0.1344376913
13650.00000000,0.2366981311E-07,0.1337126922
13660.00000000,0.2366933074E-07,0.1329866390
13670.00000000,0.2366884839E-07,0.1322596618
13680.00000000,0.2366836605E-07,0.1315318889
13690.00000000,0.2366788371E-07,0.1308034467
13700.00000000,0.2366740139E-07,0.1300744599
13710.00000000,0.2366691908E-07,0.1293450513
13720.00000000,0.2366643677E-07,0.1286153418
13730.00000000,0.2366595448E-07,0.1278854507
13740.00000000,0.2366547220E-07,0.1271554951
13750.00000000,0.2366498993E-07,0.1264255905
13760.00000000,0.2366450767E-07,0.1256958504
13770.00000000,0.2366402541E-07,0.1249663862
13780.00000000,0.2366354317E-07,0.1242373079
13790.00000000,0.2366306094E-07,0.1235087230
13800.00000000,0.2366257872E-07,0.1227807376
13810.00000000,0.2366209651E-07,0.1220534555
13820.00000000,0.2366161431E-07,0.1213269789
13830.00000000,0.2366113212E-07,0.1206014077
13840.00000000,0.2366064995E-07,0.1198768403
13850.00000000,0.2366016778E-07,0.1191533728
13860.00000000,0.2365968562E-07,0.1184310996
13870.00000000,0.2365920347E-07,0.1177101131
13880.00000000,0.2365872133E-07,0.1169905038
13890.00000000,0.2365823920E-07,0.1162723603
13900.00000000,0.2365775709E-07,0.1155557692
13910.00000000,0.2365727498E-07,0.1148408153
13920.00000000,0.2365679288E-07,0.1141275814
13930.00000000,0.2365631080E-07,0.1134161485
13940.00000000,0.2365582872E-07,0.1127065955
13950.00000000,0.2365534666E-07,0.1119989998
13960.00000000,0.2365486460E-07,0.1112934365
13970.00000000,0.2365438255E-07,0.1105899792
13980.00000000,0.2365390052E-07,0.1098886994
13990.00000000,0.2365341850E-07,0.1091896668
14000.00000000,0.2365293648E-07,0.1084929493
14010.00000000,0.2365245448E-07,0.1077986130
14020.00000000,0.2365197248E-07,0.1071067222
14030.00000000,0.2365149050E-07,0.1064173394
14040.00000000,0.2365100853E-07,0.1057305253
14050.00000000,0.2365052656E-07,0.1050463387
14060.00000000,0.2365004461E-07,0.1043648368
14070.00000000,0.2364956267E-07,0.1036860752
14080.00000000,0.2364908074E-07,0.1030101075
14090.00000000,0.2364859882E-07,0.1023369856
14100.00000000,0.2364811691E-07,0.1016667601
14110.00000000,0.2364763500E-07,0.1009994793
14120.00000000,0.2364715311E-07,0.1003351905
14130.00000000,0.2364667123E-07,0.9967393887E-01
14140.00000000,0.2364618936E-07,0.9901576821E-01
14150.00000000,0.2364570750E-07,0.9836072063E-01
14160.00000000,0.2364522565E-07,0.9770883670E-01
14170.00000000,0.2364474381E-07,0.9706015541E-01
14180.00000000,0.2364426199E-07,0.9641471419E-01
14190.00000000,0.2364378017E-07,0.9577254897E-01
14200.00000000,0.2364329836E-07,0.9513369417E-01
14210.00000000,0.2364281656E-07,0.9449818273E-01
14220.00000000,0.2364233477E-07,0.9386604610E-01
14230.00000000,0.2364185300E-07,0.9323731433E-01
14240.00000000,0.2364137123E-07,0.9261201601E-01
14250.00000000,0.2364088947E-07,0.9199017836E-01
14260.00000000,0.2364040773E-07,0.9137182718E-01
14270.00000000,0.2363992599E-07,0.9075698696E-01
14280.00000000,0.2363944426E-07,0.9014568081E-01
14290.00000000,0.2363896255E-07,0.8953793055E-01
14300.00000000,0.2363848084E-07,0.8893375670E-01
14310.00000000,0.2363799915E-07,0.8833317849E-01
14320.00000000,0.2363751746E-07,0.8773621393E-01
14330.00000000,0.2363703579E-07,0.8714287976E-01
14340.00000000,0.2363655412E-07,0.8655319155E-01
14350.00000000,0.2363607247E-07,0.8596716367E-01
14360.00000000,0.2363559083E-07,0.8538480932E-01
14370.00000000,0.2363510919E-07,0.8480614055E-01
14380.00000000,0.2363462757E-07,0.8423116832E-01
14390.00000000,0.2363414596E-07,0.8365990246E-01
14400.00000000,0.2363366435E-07,0.8309235174E-01
14410.00000000,0.2363318276E-07,0.8252852387E-01
14420.00000000,0.2363270118E-07,0.8196842552E-01
14430.00000000,0.2363221961E-07,0.8141206235E-01
14440.00000000,0.2363173805E-07,0.8085943904E-01
14450.00000000,0.2363125650E-07,0.8031055929E-01
14460.00000000,0.2363077496E-07,0.7976542586E-01
14470.00000000,0.2363029342E-07,0.7922404056E-01
14480.00000000,0.2362981190E-07,0.7868640433E-01
14490.00000000,0.2362933039E-07,0.7815251720E-01
14500.00000000,0.2362884890E-07,0.7762237834E-01
14510.00000000,0.2362836741E-07,0.7709598609E-01
14520.00000000,0.2362788593E-07,0.7657333794E-01
14530.00000000,0.2362740446E-07,0.7605443061E-01
14540.00000000,0.2362692300E-07,0.7553926001E-01
14550.00000000,0.2362644155E-07,0.7502782131E-01
14560.00000000,0.2362596011E-07,0.7452010892E-01
14570.00000000,0.2362547869E-07,0.7401611654E-01
14580.00000000,0.2362499727E-07,0.7351583715E-01
14590.00000000,0.2362451586E-07,0.7301926308E-01
14600.00000000,0.2362403446E-07,0.7252638595E-01
14610.00000000,0.2362355308E-07,0.7203719677E-01
14620.00000000,0.2362307170E-07,0.7155168591E-01
14630.00000000,0.2362259034E-07,0.7106984313E-01
14640.00000000,0.2362210898E-07,0.7059165761E-01
14650.00000000,0.2362162764E-07,0.7011711794E-01
14660.00000000,0.2362114630E-07,0.6964621217E-01
14670.00000000,0.2362066498E-07,0.6917892780E-01
14680.00000000,0.2362018366E-07,0.6871525184E-01
14690.00000000,0.2361970236E-07,0.6825517076E-01
14700.00000000,0.2361922106E-07,0.6779867057E-01
14710.00000000,0.2361873978E-07,0.6734573681E-01
14720.00000000,0.2361825851E-07,0.6689635455E-01
14730.00000000,0.2361777724E-07,0.6645050843E-01
14740.00000000,0.2361729599E-07,0.6600818270E-01
14750.00000000,0.2361681475E-07,0.6556936116E-01
14760.00000000,0.2361633352E-07,0.6513402726E-01
14770.00000000,0.2361585229E-07,0.6470216405E-01
14780.00000000,0.2361537108E-07,0.6427375423E-01
14790.00000000,0.2361488988E-07,0.6384878015E-01
14800.00000000,0.2361440869E-07,0.6342722386E-01
14810.00000000,0.2361392751E-07,0.6300906705E-01
14820.00000000,0.2361344634E-07,0.6259429114E-01
14830.00000000,0.2361296518E-07,0.6218287725E-01
14840.00000000,0.2361248403E-07,0.6177480623E-01
14850.00000000,0.2361200289E-07,0.6137005867E-01
14860.00000000,0.2361152176E-07,0.6096861491E-01
14870.00000000,0.2361104064E-07,0.6057045505E-01
14880.00000000,0.2361055953E-07,0.6017555897E-01
14890.00000000,0.2361007843E-07,0.5978390635E-01
14900.00000000,0.2360959734E-07,0.5939547666E-01
14910.00000000,0.2360911627E-07,0.5901024917E-01
14920.00000000,0.2360863520E-07,0.5862820300E-01
14930.00000000,0.2360815414E-07,0.5824931709E-01
14940.00000000,0.2360767309E-07,0.5787357024E-01
14950.00000000,0.2360719206E-07,0.5750094108E-01
14960.00000000,0.2360671103E-07,0.5713140814E-01
14970.00000000,0.2360623001E-07,0.5676494981E-01
14980.00000000,0.2360574901E-07,0.5640154436E-01
14990.00000000,0.2360526801E-07,0.5604116998E-01
15000.00000000,0.2360478703E-07,0.5568380475E-01
15010.00000000,0.2360430605E-07,0.5532942666E-01
15020.00000000,0.2360382509E-07,0.5497801366E-01
15030.00000000,0.2360334413E-07,0.5462954359E-01
15040.00000000,0.2360286319E-07,0.5428399425E-01
15050.00000000,0.2360238225E-07,0.5394134341E-01
15060.00000000,0.2360190133E-07,0.5360156878E-01
15070.00000000,0.2360142042E-07,0.5326464803E-01
15080.00000000,0.2360093951E-07,0.5293055882E-01
15090.00000000,0.2360045862E-07,0.5259927878E-01
15100.00000000,0.2359997774E-07,0.5227078555E-01
15110.00000000,0.2359949686E-07,0.5194505675E-01
15120.00000000,0.2359901600E-07,0.5162207000E-01
15130.00000000,0.2359853515E-07,0.5130180294E-01
15140.00000000,0.2359805431E-07,0.5098423322E-01
15150.00000000,0.2359757348E-07,0.5066933852E-01
15160.00000000,0.2359709266E-07,0.5035709655E-01
15170.00000000,0.2359661185E-07,0.5004748504E-01
15180.00000000,0.2359613105E-07,0.4974048178E-01
15190.00000000,0.2359565025E-07,0.4943606460E-01
15200.00000000,0.2359516947E-07,0.4913421136E-01
15210.00000000,0.2359468871E-07,0.4883490001E-01
15220.00000000,0.2359420795E-07,0.4853810855E-01
15230.00000000,0.2359372720E-07,0.4824381502E-01
15240.00000000,0.2359324646E-07,0.4795199758E-01
15250.00000000,0.2359276573E-07,0.4766263443E-01
15260.00000000,0.2359228501E-07,0.4737570386E-01
15270.00000000,0.2359180430E-07,0.4709118423E-01
15280.00000000,0.2359132360E-07,0.4680905402E-01
15290.00000000,0.2359084292E-07,0.4652929177E-01
15300.00000000,0.2359036224E-07,0.4625187614E-01
15310.00000000,0.2358988157E-07,0.4597678586E-01
15320.00000000,0.2358940092E-07,0.4570399979E-01
15330.00000000,0.2358892027E-07,0.4543349687E-01
15340.00000000,0.2358843963E-07,0.4516525619E-01
15350.00000000,0.2358795901E-07,0.4489925690E-01
15360.00000000,0.2358747839E-07,0.4463547829E-01
15370.00000000,0.2358699779E-07,0.4437389978E-01
15380.00000000,0.2358651719E-07,0.4411450089E-01
15390.00000000,0.2358603661E-07,0.4385726127E-01
15400.00000000,0.2358555603E-07,0.4360216068E-01
15410.00000000,0.2358507547E-07,0.4334917902E-01
15420.00000000,0.2358459491E-07,0.4309829633E-01
15430.00000000,0.2358411437E-07,0.4284949276E-01
15440.00000000,0.2358363384E-07,0.4260274859E-01
15450.00000000,0.2358315331E-07,0.4235804426E-01
15460.00000000,0.2358267280E-07,0.4211536033E-01
15470.00000000,0.2358219230E-07,0.4187467748E-01
15480.00000000,0.2358171180E-07,0.4163597656E-01
15490.00000000,0.2358123132E-07,0.4139923853E-01
15500.00000000,0.2358075085E-07,0.4116444453E-01
15510.00000000,0.2358027039E-07,0.4093157581E-01
15520.00000000,0.2357978994E-07,0.4070061376E-01
15530.00000000,0.2357930949E-07,0.4047153995E-01
15540.00000000,0.2357882906E-07,0.4024433605E-01
15550.00000000,0.2357834864E-07,0.4001898392E-01
15560.00000000,0.2357786823E-07,0.3979546553E-01
15570.00000000,0.2357738783E-07,0.3957376302E-01
15580.00000000,0.2357690744E-07,0.3935385868E-01
15590.00000000,0.2357642706E-07,0.3913573492E-01
15600.00000000,0.2357594669E-07,0.3891937433E-01
15610.00000000,0.2357546633E-07,0.3870475964E-01
15620.00000000,0.2357498599E-07,0.3849187372E-01
15630.00000000,0.2357450565E-07,0.3828069960E-01
15640.00000000,0.2357402532E-07,0.3807122047E-01
15650.00000000,0.2357354500E-07,0.3786341963E-01
15660.00000000,0.2357306469E-07,0.3765728059E-01
15670.00000000,0.2357258440E-07,0.3745278695E-01
15680.00000000,0.2357210411E-07,0.3724992250E-01
15690.00000000,0.2357162383E-07,0.3704867116E-01
15700.00000000,0.2357114356E-07,0.3684901701E-01
15710.00000000,0.2357066331E-07,0.3665094428E-01
15720.00000000,0.2357018306E-07,0.3645443734E-01
15730.00000000,0.2356970283E-07,0.3625948071E-01
15740.00000000,0.2356922260E-07,0.3606605907E-01
15750.00000000,0.2356874239E-07,0.3587415723E-01
15760.00000000,0.2356826218E-07,0.3568376017E-01
15770.00000000,0.2356778198E-07,0.3549485299E-01
15780.00000000,0.2356730180E-07,0.3530742096E-01
15790.00000000,0.2356682163E-07,0.3512144949E-01
15800.00000000,0.2356634146E-07,0.3493692412E-01
15810.00000000,0.2356586131E-07,0.3475383055E-01
15820.00000000,0.2356538116E-07,0.3457215462E-01
15830.00000000,0.2356490103E-07,0.3439188231E-01
15840.00000000,0.2356442091E-07,0.3421299976E-01
15850.00000000,0.2356394079E-07,0.3403549322E-01
15860.00000000,0.2356346069E-07,0.3385934912E-01
15870.00000000,0.2356298060E-07,0.3368455398E-01
15880.00000000,0.2356250052E-07,0.3351109451E-01
15890.00000000,0.2356202045E-07,0.3333895753E-01
15900.00000000,0.2356154038E-07,0.3316813001E-01
15910.00000000,0.2356106033E-07,0.3299859904E-01
15920.00000000,0.2356058029E-07,0.3283035186E-01
15930.00000000,0.2356010026E-07,0.3266337585E-01
