time,OBS1,OBS2
26300.00000000,0.2306778574E-07,0.2099695074E-02
26310.00000000,0.2306731624E-07,0.2096226299E-02
26320.00000000,0.2306684674E-07,0.2092764946E-02
26330.00000000,0.2306637725E-07,0.2089310996E-02
26340.00000000,0.2306590778E-07,0.2085864428E-02
26350.00000000,0.2306543831E-07,0.2082425221E-02
26360.00000000,0.2306496885E-07,0.2078993354E-02
26370.00000000,0.2306449941E-07,0.2075568807E-02
26380.00000000,0.2306402997E-07,0.2072151560E-02
26390.00000000,0.2306356054E-07,0.2068741592E-02
26400.00000000,0.2306309113E-07,0.2065338884E-02
26410.00000000,0.2306262172E-07,0.2061943414E-02
26420.00000000,0.2306215232E-07,0.2058555164E-02
26430.00000000,0.2306168294E-07,0.2055174113E-02
26440.00000000,0.2306121356E-07,0.2051800240E-02
26450.00000000,0.2306074419E-07,0.2048433527E-02
26460.00000000,0.2306027484E-07,0.2045073953E-02
26470.00000000,0.2305980549E-07,0.2041721499E-02
26480.00000000,0.2305933615E-07,0.2038376145E-02
26490.00000000,0.2305886683E-07,0.2035037871E-02
26500.00000000,0.2305839751E-07,0.2031706659E-02
26510.00000000,0.2305792820E-07,0.2028382488E-02
26520.00000000,0.2305745891E-07,0.2025065339E-02
26530.00000000,0.2305698962E-07,0.2021755193E-02
26540.00000000,0.2305652034E-07,0.2018452031E-02
26550.00000000,0.2305605108E-07,0.2015155833E-02
26560.00000000,0.2305558182E-07,0.2011866581E-02
26570.00000000,0.2305511258E-07,0.2008584255E-02
26580.00000000,0.2305464334E-07,0.2005308837E-02
26590.00000000,0.2305417411E-07,0.2002040307E-02
26600.00000000,0.2305370490E-07,0.1998778647E-02
26610.00000000,0.2305323569E-07,0.1995523838E-02
26620.00000000,0.2305276649E-07,0.1992275861E-02
26630.00000000,0.2305229731E-07,0.1989034698E-02
26640.00000000,0.2305182813E-07,0.1985800331E-02
26650.00000000,0.2305135897E-07,0.1982572740E-02
26660.00000000,0.2305088981E-07,0.1979351907E-02
26670.00000000,0.2305042066E-07,0.1976137814E-02
26680.00000000,0.2304995153E-07,0.1972930443E-02
26690.00000000,0.2304948240E-07,0.1969729775E-02
26700.00000000,0.2304901328E-07,0.1966535793E-02
26710.00000000,0.2304854418E-07,0.1963348477E-02
26720.00000000,0.2304807508E-07,0.1960167811E-02
26730.00000000,0.2304760600E-07,0.1956993776E-02
26740.00000000,0.2304713692E-07,0.1953826354E-02
26750.00000000,0.2304666785E-07,0.1950665528E-02
26760.00000000,0.2304619880E-07,0.1947511279E-02
26770.00000000,0.2304572975E-07,0.1944363591E-02
26780.00000000,0.2304526072E-07,0.1941222444E-02
26790.00000000,0.2304479169E-07,0.1938087822E-02
26800.00000000,0.2304432267E-07,0.1934959707E-02
26810.00000000,0.2304385367E-07,0.1931838082E-02
26820.00000000,0.2304338467E-07,0.1928722929E-02
26830.00000000,0.2304291569E-07,0.1925614231E-02
26840.00000000,0.2304244671E-07,0.1922511971E-02
26850.00000000,0.2304197774E-07,0.1919416131E-02
26860.00000000,0.2304150879E-07,0.1916326695E-02
26870.00000000,0.2304103984E-07,0.1913243644E-02
26880.00000000,0.2304057091E-07,0.1910166962E-02
26890.00000000,0.2304010198E-07,0.1907096633E-02
26900.00000000,0.2303963307E-07,0.1904032639E-02
26910.00000000,0.2303916416E-07,0.1900974963E-02
26920.00000000,0.2303869526E-07,0.1897923588E-02
26930.00000000,0.2303822638E-07,0.1894878498E-02
26940.00000000,0.2303775750E-07,0.1891839676E-02
26950.00000000,0.2303728864E-07,0.1888807106E-02
26960.00000000,0.2303681978E-07,0.1885780770E-02
26970.00000000,0.2303635094E-07,0.1882760653E-02
26980.00000000,0.2303588210E-07,0.1879746737E-02
26990.00000000,0.2303541327E-07,0.1876739006E-02
27000.00000000,0.2303494446E-07,0.1873737445E-02
27010.00000000,0.2303447565E-07,0.1870742036E-02
27020.00000000,0.2303400686E-07,0.1867752764E-02
27030.00000000,0.2303353807E-07,0.1864769612E-02
27040.00000000,0.2303306930E-07,0.1861792564E-02
27050.00000000,0.2303260053E-07,0.1858821605E-02
27060.00000000,0.2303213177E-07,0.1855856717E-02
27070.00000000,0.2303166303E-07,0.1852897885E-02
27080.00000000,0.2303119429E-07,0.1849945094E-02
27090.00000000,0.2303072557E-07,0.1846998326E-02
27100.00000000,0.2303025685E-07,0.1844057567E-02
27110.00000000,0.2302978815E-07,0.1841122801E-02
27120.00000000,0.2302931945E-07,0.1838194012E-02
27130.00000000,0.2302885076E-07,0.1835271185E-02
27140.00000000,0.2302838209E-07,0.1832354303E-02
27150.00000000,0.2302791342E-07,0.1829443351E-02
27160.00000000,0.2302744477E-07,0.1826538314E-02
27170.00000000,0.2302697612E-07,0.1823639176E-02
27180.00000000,0.2302650749E-07,0.1820745922E-02
27190.00000000,0.2302603886E-07,0.1817858537E-02
27200.00000000,0.2302557024E-07,0.1814977005E-02
27210.00000000,0.2302510164E-07,0.1812101311E-02
27220.00000000,0.2302463304E-07,0.1809231440E-02
27230.00000000,0.2302416446E-07,0.1806367377E-02
27240.00000000,0.2302369588E-07,0.1803509107E-02
27250.00000000,0.2302322732E-07,0.1800656614E-02
27260.00000000,0.2302275876E-07,0.1797809883E-02
27270.00000000,0.2302229022E-07,0.1794968901E-02
27280.00000000,0.2302182168E-07,0.1792133651E-02
27290.00000000,0.2302135315E-07,0.1789304120E-02
27300.00000000,0.2302088464E-07,0.1786480291E-02
27310.00000000,0.2302041613E-07,0.1783662151E-02
27320.00000000,0.2301994764E-07,0.1780849685E-02
27330.00000000,0.2301947915E-07,0.1778042878E-02
27340.00000000,0.2301901068E-07,0.1775241716E-02
27350.00000000,0.2301854221E-07,0.1772446184E-02
27360.00000000,0.2301807376E-07,0.1769656267E-02
27370.00000000,0.2301760531E-07,0.1766871952E-02
27380.00000000,0.2301713687E-07,0.1764093223E-02
27390.00000000,0.2301666845E-07,0.1761320067E-02
27400.00000000,0.2301620003E-07,0.1758552468E-02
27410.00000000,0.2301573163E-07,0.1755790414E-02
27420.00000000,0.2301526323E-07,0.1753033889E-02
27430.00000000,0.2301479485E-07,0.1750282880E-02
27440.00000000,0.2301432647E-07,0.1747537372E-02
27450.00000000,0.2301385811E-07,0.1744797351E-02
27460.00000000,0.2301338975E-07,0.1742062804E-02
27470.00000000,0.2301292141E-07,0.1739333716E-02
27480.00000000,0.2301245307E-07,0.1736610073E-02
27490.00000000,0.2301198474E-07,0.1733891862E-02
27500.00000000,0.2301151643E-07,0.1731179069E-02
27510.00000000,0.2301104812E-07,0.1728471679E-02
27520.00000000,0.2301057983E-07,0.1725769679E-02
27530.00000000,0.2301011154E-07,0.1723073056E-02
27540.00000000,0.2300964327E-07,0.1720381796E-02
27550.00000000,0.2300917500E-07,0.1717695885E-02
27560.00000000,0.2300870675E-07,0.1715015309E-02
27570.00000000,0.2300823850E-07,0.1712340055E-02
27580.00000000,0.2300777026E-07,0.1709670110E-02
27590.00000000,0.2300730204E-07,0.1707005460E-02
27600.00000000,0.2300683382E-07,0.1704346091E-02
27610.00000000,0.2300636562E-07,0.1701691991E-02
27620.00000000,0.2300589742E-07,0.1699043146E-02
27630.00000000,0.2300542924E-07,0.1696399543E-02
27640.00000000,0.2300496106E-07,0.1693761168E-02
27650.00000000,0.2300449290E-07,0.1691128009E-02
27660.00000000,0.2300402474E-07,0.1688500051E-02
27670.00000000,0.2300355659E-07,0.1685877283E-02
27680.00000000,0.2300308846E-07,0.1683259691E-02
27690.00000000,0.2300262033E-07,0.1680647262E-02
27700.00000000,0.2300215222E-07,0.1678039983E-02
27710.00000000,0.2300168411E-07,0.1675437841E-02
27720.00000000,0.2300121602E-07,0.1672840823E-02
27730.00000000,0.2300074793E-07,0.1670248916E-02
27740.00000000,0.2300027985E-07,0.1667662108E-02
27750.00000000,0.2299981179E-07,0.1665080386E-02
27760.00000000,0.2299934373E-07,0.1662503737E-02
27770.00000000,0.2299887569E-07,0.1659932148E-02
27780.00000000,0.2299840765E-07,0.1657365607E-02
27790.00000000,0.2299793963E-07,0.1654804101E-02
27800.00000000,0.2299747161E-07,0.1652247618E-02
27810.00000000,0.2299700361E-07,0.1649696144E-02
27820.00000000,0.2299653561E-07,0.1647149668E-02
27830.00000000,0.2299606762E-07,0.1644608177E-02
27840.00000000,0.2299559965E-07,0.1642071658E-02
27850.00000000,0.2299513168E-07,0.1639540100E-02
27860.00000000,0.2299466373E-07,0.1637013489E-02
27870.00000000,0.2299419578E-07,0.1634491815E-02
27880.00000000,0.2299372785E-07,0.1631975063E-02
27890.00000000,0.2299325992E-07,0.1629463223E-02
27900.00000000,0.2299279200E-07,0.1626956281E-02
27910.00000000,0.2299232410E-07,0.1624454226E-02
27920.00000000,0.2299185620E-07,0.1621957046E-02
27930.00000000,0.2299138832E-07,0.1619464729E-02
27940.00000000,0.2299092044E-07,0.1616977262E-02
27950.00000000,0.2299045257E-07,0.1614494633E-02
27960.00000000,0.2298998472E-07,0.1612016831E-02
27970.00000000,0.2298951687E-07,0.1609543844E-02
27980.00000000,0.2298904904E-07,0.1607075659E-02
27990.00000000,0.2298858121E-07,0.1604612266E-02
28000.00000000,0.2298811340E-07,0.1602153651E-02
28010.00000000,0.2298764559E-07,0.1599699804E-02
28020.00000000,0.2298717779E-07,0.1597250713E-02
28030.00000000,0.2298671001E-07,0.1594806365E-02
28040.00000000,0.2298624223E-07,0.1592366749E-02
28050.00000000,0.2298577447E-07,0.1589931854E-02
28060.00000000,0.2298530671E-07,0.1587501668E-02
28070.00000000,0.2298483896E-07,0.1585076180E-02
28080.00000000,0.2298437123E-07,0.1582655377E-02
28090.00000000,0.2298390350E-07,0.1580239249E-02
28100.00000000,0.2298343579E-07,0.1577827783E-02
28110.00000000,0.2298296808E-07,0.1575420969E-02
28120.00000000,0.2298250038E-07,0.1573018796E-02
28130.00000000,0.2298203270E-07,0.1570621250E-02
28140.00000000,0.2298156502E-07,0.1568228323E-02
28150.00000000,0.2298109736E-07,0.1565840001E-02
28160.00000000,0.2298062970E-07,0.1563456275E-02
28170.00000000,0.2298016205E-07,0.1561077132E-02
28180.00000000,0.2297969442E-07,0.1558702561E-02
28190.00000000,0.2297922679E-07,0.1556332552E-02
28200.00000000,0.2297875918E-07,0.1553967093E-02
28210.00000000,0.2297829157E-07,0.1551606173E-02
28220.00000000,0.2297782397E-07,0.1549249782E-02
28230.00000000,0.2297735639E-07,0.1546897907E-02
28240.00000000,0.2297688881E-07,0.1544550539E-02
28250.00000000,0.2297642124E-07,0.1542207665E-02
28260.00000000,0.2297595369E-07,0.1539869276E-02
28270.00000000,0.2297548614E-07,0.1537535360E-02
28280.00000000,0.2297501861E-07,0.1535205907E-02
28290.00000000,0.2297455108E-07,0.1532880905E-02
28300.00000000,0.2297408356E-07,0.1530560344E-02
28310.00000000,0.2297361606E-07,0.1528244214E-02
28320.00000000,0.2297314856E-07,0.1525932502E-02
28330.00000000,0.2297268107E-07,0.1523625199E-02
28340.00000000,0.2297221360E-07,0.1521322295E-02
28350.00000000,0.2297174613E-07,0.1519023778E-02
28360.00000000,0.2297127868E-07,0.1516729637E-02
28370.00000000,0.2297081123E-07,0.1514439863E-02
28380.00000000,0.2297034379E-07,0.1512154444E-02
28390.00000000,0.2296987637E-07,0.1509873371E-02
28400.00000000,0.2296940895E-07,0.1507596632E-02
28410.00000000,0.2296894154E-07,0.1505324218E-02
28420.00000000,0.2296847415E-07,0.1503056118E-02
28430.00000000,0.2296800676E-07,0.1500792321E-02
28440.00000000,0.2296753938E-07,0.1498532817E-02
28450.00000000,0.2296707202E-07,0.1496277596E-02
28460.00000000,0.2296660466E-07,0.1494026647E-02
28470.00000000,0.2296613731E-07,0.1491779961E-02
28480.00000000,0.2296566998E-07,0.1489537527E-02
28490.00000000,0.2296520265E-07,0.1487299335E-02
28500.00000000,0.2296473533E-07,0.1485065374E-02
28510.00000000,0.2296426803E-07,0.1482835635E-02
28520.00000000,0.2296380073E-07,0.1480610107E-02
28530.00000000,0.2296333344E-07,0.1478388781E-02
28540.00000000,0.2296286617E-07,0.1476171645E-02
28550.00000000,0.2296239890E-07,0.1473958692E-02
28560.00000000,0.2296193164E-07,0.1471749909E-02
28570.00000000,0.2296146440E-07,0.1469545288E-02
28580.00000000,0.2296099716E-07,0.1467344818E-02
28590.00000000,0.2296052993E-07,0.1465148489E-02
28600.00000000,0.2296006271E-07,0.1462956292E-02
28610.00000000,0.2295959551E-07,0.1460768217E-02
28620.00000000,0.2295912831E-07,0.1458584254E-02
28630.00000000,0.2295866112E-07,0.1456404393E-02
28640.00000000,0.2295819395E-07,0.1454228624E-02
28650.00000000,0.2295772678E-07,0.1452056938E-02
28660.00000000,0.2295725962E-07,0.1449889325E-02
28670.00000000,0.2295679248E-07,0.1447725774E-02
28680.00000000,0.2295632534E-07,0.1445566278E-02
28690.00000000,0.2295585821E-07,0.1443410826E-02
28700.00000000,0.2295539109E-07,0.1441259407E-02
28710.00000000,0.2295492399E-07,0.1439112014E-02
28720.00000000,0.2295445689E-07,0.1436968636E-02
28730.00000000,0.2295398980E-07,0.1434829264E-02
28740.00000000,0.2295352273E-07,0.1432693887E-02
28750.00000000,0.2295305566E-07,0.1430562498E-02
28760.00000000,0.2295258860E-07,0.1428435086E-02
28770.00000000,0.2295212155E-07,0.1426311642E-02
28780.00000000,0.2295165452E-07,0.1424192156E-02
28790.00000000,0.2295118749E-07,0.1422076620E-02
28800.00000000,0.2295072047E-07,0.1419965024E-02
28810.00000000,0.2295025346E-07,0.1417857358E-02
28820.00000000,0.2294978647E-07,0.1415753613E-02
28830.00000000,0.2294931948E-07,0.1413653781E-02
28840.00000000,0.2294885250E-07,0.1411557851E-02
28850.00000000,0.2294838553E-07,0.1409465816E-02
28860.00000000,0.2294791858E-07,0.1407377664E-02
28870.00000000,0.2294745163E-07,0.1405293388E-02
28880.00000000,0.2294698469E-07,0.1403212978E-02
28890.00000000,0.2294651776E-07,0.1401136425E-02
28900.00000000,0.2294605084E-07,0.1399063721E-02
28910.00000000,0.2294558394E-07,0.1396994855E-02
28920.00000000,0.2294511704E-07,0.1394929820E-02
28930.00000000,0.2294465015E-07,0.1392868605E-02
28940.00000000,0.2294418327E-07,0.1390811203E-02
28950.00000000,0.2294371641E-07,0.1388757603E-02
28960.00000000,0.2294324955E-07,0.1386707798E-02
28970.00000000,0.2294278270E-07,0.1384661778E-02
28980.00000000,0.2294231586E-07,0.1382619535E-02
28990.00000000,0.2294184903E-07,0.1380581059E-02
29000.00000000,0.2294138222E-07,0.1378546343E-02
29010.00000000,0.2294091541E-07,0.1376515376E-02
29020.00000000,0.2294044861E-07,0.1374488150E-02
29030.00000000,0.2293998182E-07,0.1372464657E-02
29040.00000000,0.2293951504E-07,0.1370444888E-02
29050.00000000,0.2293904827E-07,0.1368428834E-02
29060.00000000,0.2293858152E-07,0.1366416487E-02
29070.00000000,0.2293811477E-07,0.1364407837E-02
29080.00000000,0.2293764803E-07,0.1362402876E-02
29090.00000000,0.2293718130E-07,0.1360401597E-02
29100.00000000,0.2293671458E-07,0.1358403989E-02
29110.00000000,0.2293624787E-07,0.1356410044E-02
29120.00000000,0.2293578118E-07,0.1354419755E-02
29130.00000000,0.2293531449E-07,0.1352433112E-02
29140.00000000,0.2293484781E-07,0.1350450107E-02
29150.00000000,0.2293438114E-07,0.1348470732E-02
29160.00000000,0.2293391448E-07,0.1346494978E-02
29170.00000000,0.2293344783E-07,0.1344522837E-02
29180.00000000,0.2293298119E-07,0.1342554300E-02
29190.00000000,0.2293251457E-07,0.1340589359E-02
29200.00000000,0.2293204795E-07,0.1338628006E-02
29210.00000000,0.2293158134E-07,0.1336670232E-02
29220.00000000,0.2293111474E-07,0.1334716029E-02
29230.00000000,0.2293064815E-07,0.1332765389E-02
29240.00000000,0.2293018157E-07,0.1330818303E-02
29250.00000000,0.2292971500E-07,0.1328874764E-02
29260.00000000,0.2292924844E-07,0.1326934763E-02
29270.00000000,0.2292878189E-07,0.1324998292E-02
29280.00000000,0.2292831536E-07,0.1323065343E-02
29290.00000000,0.2292784883E-07,0.1321135908E-02
29300.00000000,0.2292738231E-07,0.1319209978E-02
29310.00000000,0.2292691580E-07,0.1317287546E-02
29320.00000000,0.2292644930E-07,0.1315368603E-02
29330.00000000,0.2292598281E-07,0.1313453142E-02
29340.00000000,0.2292551633E-07,0.1311541154E-02
29350.00000000,0.2292504986E-07,0.1309632631E-02
29360.00000000,0.2292458340E-07,0.1307727566E-02
29370.00000000,0.2292411695E-07,0.1305825951E-02
29380.00000000,0.2292365051E-07,0.1303927777E-02
29390.00000000,0.2292318408E-07,0.1302033037E-02
29400.00000000,0.2292271766E-07,0.1300141722E-02
29410.00000000,0.2292225125E-07,0.1298253825E-02
29420.00000000,0.2292178486E-07,0.1296369339E-02
29430.00000000,0.2292131847E-07,0.1294488255E-02
29440.00000000,0.2292085209E-07,0.1292610565E-02
29450.00000000,0.2292038572E-07,0.1290736262E-02
29460.00000000,0.2291991936E-07,0.1288865338E-02
29470.00000000,0.2291945301E-07,0.1286997785E-02
29480.00000000,0.2291898667E-07,0.1285133595E-02
29490.00000000,0.2291852034E-07,0.1283272761E-02
29500.00000000,0.2291805402E-07,0.1281415276E-02
29510.00000000,0.2291758771E-07,0.1279561131E-02
29520.00000000,0.2291712141E-07,0.1277710318E-02
29530.00000000,0.2291665512E-07,0.1275862831E-02
29540.00000000,0.2291618884E-07,0.1274018662E-02
29550.00000000,0.2291572257E-07,0.1272177803E-02
29560.00000000,0.2291525631E-07,0.1270340246E-02
29570.00000000,0.2291479006E-07,0.1268505984E-02
29580.00000000,0.2291432382E-07,0.1266675010E-02
29590.00000000,0.2291385759E-07,0.1264847316E-02
29600.00000000,0.2291339137E-07,0.1263022894E-02
29610.00000000,0.2291292515E-07,0.1261201738E-02
29620.00000000,0.2291245895E-07,0.1259383839E-02
29630.00000000,0.2291199276E-07,0.1257569190E-02
29640.00000000,0.2291152658E-07,0.1255757785E-02
29650.00000000,0.2291106041E-07,0.1253949615E-02
29660.00000000,0.2291059425E-07,0.1252144673E-02
29670.00000000,0.2291012810E-07,0.1250342952E-02
29680.00000000,0.2290966196E-07,0.1248544445E-02
29690.00000000,0.2290919583E-07,0.1246749143E-02
29700.00000000,0.2290872971E-07,0.1244957041E-02
29710.00000000,0.2290826360E-07,0.1243168131E-02
29720.00000000,0.2290779750E-07,0.1241382406E-02
29730.00000000,0.2290733141E-07,0.1239599857E-02
29740.00000000,0.2290686533E-07,0.1237820479E-02
29750.00000000,0.2290639925E-07,0.1236044264E-02
29760.00000000,0.2290593319E-07,0.1234271205E-02
29770.00000000,0.2290546714E-07,0.1232501295E-02
29780.00000000,0.2290500110E-07,0.1230734526E-02
29790.00000000,0.2290453507E-07,0.1228970892E-02
29800.00000000,0.2290406905E-07,0.1227210385E-02
29810.00000000,0.2290360304E-07,0.1225452999E-02
29820.00000000,0.2290313704E-07,0.1223698726E-02
29830.00000000,0.2290267104E-07,0.1221947559E-02
29840.00000000,0.2290220506E-07,0.1220199492E-02
29850.00000000,0.2290173909E-07,0.1218454518E-02
29860.00000000,0.2290127313E-07,0.1216712629E-02
29870.00000000,0.2290080718E-07,0.1214973818E-02
29880.00000000,0.2290034124E-07,0.1213238079E-02
29890.00000000,0.2289987530E-07,0.1211505405E-02
29900.00000000,0.2289940938E-07,0.1209775788E-02
29910.00000000,0.2289894347E-07,0.1208049223E-02
29920.00000000,0.2289847757E-07,0.1206325702E-02
29930.00000000,0.2289801168E-07,0.1204605218E-02
29940.00000000,0.2289754580E-07,0.1202887765E-02
29950.00000000,0.2289707992E-07,0.1201173335E-02
29960.00000000,0.2289661406E-07,0.1199461923E-02
29970.00000000,0.2289614821E-07,0.1197753520E-02
29980.00000000,0.2289568237E-07,0.1196048121E-02
29990.00000000,0.2289521653E-07,0.1194345719E-02
30000.00000000,0.2289475071E-07,0.1192646307E-02
